codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A001,01/01/2018,22,19.9,21.5,19.7,83,83,72,17.0,17.9,15.4,884.9,885.3,884.4,2.7,17,6.4,78.44,0.0
A001,01/01/2018,03,21.2,21.3,20.5,81,85,81,17.9,18.2,17.8,888.1,888.6,888.1,1.5,120,2.8,-3.27,0.0
A001,01/01/2018,21,21.5,22.4,21.5,80,84,76,18.0,19.0,17.9,884.4,884.7,884.3,3.2,13,5.4,165.5,0.0
A001,01/01/2018,23,19.4,20.1,19.4,86,87,83,17.0,17.7,17.0,885.6,885.6,884.9,4.1,352,6.3,-3.28,0.0
A001,01/01/2018,16,24.6,25.2,21.7,69,88,59,18.6,20.1,16.6,886.9,888.0,886.8,2.0,120,4.3,1633.,2.6
A001,01/01/2018,20,22.3,22.5,21.3,79,85,73,18.4,19.0,17.4,884.4,884.4,884.1,1.5,104,3.0,417.7,0.0
A001,01/01/2018,11,22.7,22.7,20.5,79,92,78,18.8,20.2,18.5,888.3,888.3,887.9,0.7,151,2.1,809.9,0.0
A001,01/01/2018,12,23.4,23.9,22.6,76,80,74,18.9,19.7,18.5,888.9,888.9,888.3,0.8,180,1.8,953.8,0.0
A001,01/01/2018,01,21.8,21.9,21.5,79,83,78,17.9,18.5,17.9,888.2,888.3,887.8,1.3,135,2.8,-3.14,0.0
A001,01/01/2018,13,24.2,24.7,23.5,69,78,67,18.1,19.4,17.7,889.0,889.0,888.9,1.3,228,3.5,1316.,0.0
A001,01/01/2018,07,20.1,20.1,19.8,91,91,89,18.5,18.5,18.0,886.5,886.6,886.2,0.4,93,1.2,-3.44,0.0
A001,01/01/2018,14,25.6,26.3,24.1,61,69,59,17.4,19.3,17.2,888.4,889.0,888.4,1.8,160,4.1,2859.,0.2
A001,01/01/2018,15,22.5,26.0,22.5,83,83,57,19.5,19.5,16.6,888.0,888.5,888.0,1.7,326,5.0,824.0,2.6
A001,01/01/2018,00,21.8,21.8,21.6,79,81,78,18.0,18.2,17.7,887.8,887.8,887.1,1.6,117,4.0,-3.22,0.0
A001,01/01/2018,10,20.5,20.5,19.6,92,93,92,19.2,19.2,18.3,887.9,887.9,887.5,0.2,308,1.3,146.3,0.0
A001,01/01/2018,04,20.9,21.2,20.7,81,84,81,17.4,18.2,17.4,887.4,888.1,887.4,1.2,133,2.8,-3.53,0.0
A001,01/01/2018,19,21.3,21.3,20.7,86,88,82,18.8,19.1,18.1,884.2,885.1,884.2,1.6,131,3.8,373.0,2.2
A001,01/01/2018,05,20.5,20.9,19.9,87,88,81,18.1,18.2,17.3,886.4,887.4,886.4,0.9,134,2.0,-3.54,0.0
A001,01/01/2018,18,20.9,22.1,20.3,85,87,80,18.2,19.2,17.5,885.1,886.0,885.1,1.5,138,6.0,446.7,5.0
A001,01/01/2018,06,20.0,20.6,19.9,90,90,86,18.2,18.3,17.8,886.3,886.4,886.1,0.6,127,1.5,-3.21,0.0
A001,01/01/2018,17,22.2,24.5,22.2,82,82,69,18.9,19.9,18.0,886.0,886.9,886.0,1.4,100,6.3,1016.,3.6
A001,01/01/2018,08,20.0,20.4,19.7,91,91,89,18.5,18.6,18.1,886.8,886.8,886.5,1.4,83,1.9,-3.02,0.0
A001,01/01/2018,02,20.8,21.8,20.8,83,83,78,17.8,18.1,17.7,888.5,888.5,888.2,0.4,131,2.1,-3.49,0.0
A001,01/01/2018,09,19.6,20.2,19.6,92,92,90,18.3,18.7,18.3,887.5,887.5,886.8,0.5,335,2.3,-0.62,0.0
A001,02/01/2018,05,19.1,19.6,19.1,92,92,90,17.8,18.3,17.7,885.4,885.9,885.4,0.6,227,2.9,-2.54,0.0
A001,02/01/2018,03,19.5,19.5,19.2,92,92,91,18.1,18.1,17.8,886.3,886.6,886.3,0.5,6,1.9,-2.72,0.0
A001,02/01/2018,04,19.6,19.8,19.3,90,92,89,17.8,18.3,17.6,885.9,886.3,885.9,0.9,41,2.6,-2.71,0.2
A001,02/01/2018,06,18.7,19.2,18.6,93,93,92,17.5,17.8,17.4,884.9,885.4,884.9,0.7,156,1.7,-3.34,0.0
A001,02/01/2018,07,18.6,18.8,18.5,91,93,91,17.2,17.5,17.2,884.6,884.9,884.6,1.2,160,2.5,-3.50,0.0
A001,02/01/2018,08,18.1,18.7,18.1,91,91,90,16.6,17.2,16.5,884.6,884.6,884.2,1.0,48,3.0,-3.54,0.0
A001,02/01/2018,09,18.3,18.3,17.9,94,94,91,17.3,17.3,16.5,885.2,885.2,884.6,2.0,354,3.5,-0.01,0.0
A001,02/01/2018,10,19.5,19.5,18.3,94,94,94,18.4,18.4,17.3,885.7,885.7,885.2,1.1,299,3.8,300.8,0.0
A001,02/01/2018,11,22.5,22.5,19.5,77,94,76,18.3,19.5,17.7,886.3,886.3,885.6,0.9,296,2.2,1065.,0.0
A001,02/01/2018,12,25.0,25.1,22.4,62,78,60,17.2,18.8,16.6,886.8,886.8,886.3,1.7,237,3.2,1510.,0.0
A001,02/01/2018,13,25.9,25.9,24.4,58,66,57,16.9,18.6,16.2,886.6,886.9,886.6,1.8,216,4.8,2029.,0.0
A001,02/01/2018,14,26.5,27.0,25.2,53,59,52,16.2,17.3,15.5,885.9,886.6,885.9,2.0,234,4.2,2773.,0.2
A001,02/01/2018,15,23.9,27.3,23.9,65,67,51,17.0,18.3,15.5,885.3,885.9,885.2,3.8,20,6.9,2000.,0.0
A001,02/01/2018,16,24.5,24.5,23.2,69,73,65,18.4,18.6,17.0,884.5,885.3,884.5,2.7,56,6.9,1459.,0.0
A001,02/01/2018,17,21.8,26.8,21.8,76,76,57,17.3,19.3,16.7,884.2,884.5,883.6,4.6,289,8.0,2960.,0.0
A001,02/01/2018,00,19.5,19.5,19.0,88,88,86,17.4,17.4,17.0,886.1,886.3,885.6,1.7,204,6.1,-3.23,0.0
A001,02/01/2018,02,19.2,19.5,19.0,92,92,90,17.8,18.0,17.4,886.5,886.6,886.3,0.8,350,1.9,-2.83,0.0
A001,02/01/2018,01,19.0,19.6,19.0,90,90,87,17.4,17.6,17.2,886.3,886.3,886.0,1.3,297,2.9,-3.43,0.2
A001,04/01/2018,20,25.9,26.7,25.5,55,58,51,16.1,16.8,15.1,884.4,884.4,884.1,2.9,296,7.0,1254.,0.0
A001,04/01/2018,18,25.9,////,////,54,////,////,15.8,////,////,885.1,////,////,3.7,305,////,545.5,0.0
A001,04/01/2018,21,24.6,25.9,24.6,60,60,55,16.2,16.6,15.8,884.9,884.9,884.4,2.7,327,7.0,363.3,0.0
A001,04/01/2018,22,22.6,24.6,22.6,72,72,60,17.3,17.3,16.2,885.4,885.4,884.9,2.2,4,5.3,48.63,0.0
A001,04/01/2018,23,22.2,22.6,22.2,75,75,72,17.5,17.6,17.3,886.3,886.3,885.4,2.2,360,3.7,-3.54,0.0
A001,04/01/2018,19,26.7,27.2,25.2,51,57,49,15.7,16.9,15.3,884.3,885.1,884.2,2.9,294,7.8,2199.,0.0
A001,04/01/2018,17,26.0,////,////,53,////,////,15.8,////,////,885.2,////,////,////,////,////,177.5,0.0
A001,05/01/2018,14,22.9,23.9,21.3,75,83,69,18.3,19.0,17.1,888.2,888.4,888.2,3.3,8,7.6,1565.,0.2
A001,05/01/2018,03,20.8,21.1,20.8,80,80,78,17.1,17.2,16.9,887.9,888.1,887.9,2.6,335,5.3,-3.16,0.0
A001,05/01/2018,11,22.0,22.5,20.3,78,92,78,17.9,19.2,17.9,888.1,888.1,887.6,1.7,325,4.0,1023.,0.0
A001,05/01/2018,04,19.9,20.8,19.9,87,87,80,17.6,17.6,17.2,887.6,887.9,887.6,1.2,323,5.3,-3.53,0.0
A001,05/01/2018,05,19.8,19.9,19.7,91,91,87,18.3,18.3,17.6,887.1,887.6,887.1,0.3,115,2.4,-3.00,0.0
A001,05/01/2018,20,19.0,19.1,18.8,85,89,84,16.4,17.3,16.2,886.6,886.8,886.5,1.6,5,5.2,282.7,0.0
A001,05/01/2018,06,19.4,19.8,19.3,92,92,91,18.0,18.2,18.0,886.9,887.1,886.9,0.6,325,0.9,-2.81,0.4
A001,05/01/2018,18,18.6,18.9,18.1,93,93,92,17.5,17.7,16.8,887.6,888.5,887.6,3.1,339,7.5,262.3,4.0
A001,05/01/2018,07,19.1,19.4,19.1,93,93,92,17.9,18.2,17.9,886.3,886.9,886.3,0.4,320,0.9,-3.09,0.0
A001,05/01/2018,08,19.2,19.2,19.1,93,93,93,18.0,18.1,17.9,886.5,886.5,886.3,0.7,13,1.2,-2.51,0.0
A001,05/01/2018,13,22.7,23.8,22.1,76,77,68,18.1,18.5,16.8,888.3,888.4,888.3,3.7,358,6.3,1786.,0.0
A001,05/01/2018,09,19.3,19.3,19.1,93,94,93,18.2,18.2,18.0,887.2,887.2,886.5,0.4,36,1.2,1.102,0.0
A001,05/01/2018,21,18.7,19.1,18.7,86,86,81,16.3,16.7,15.7,886.2,886.6,886.2,1.1,338,2.4,202.7,0.0
A001,05/01/2018,10,20.3,20.3,19.3,92,94,92,18.9,18.9,18.2,887.6,887.7,887.2,0.6,345,1.1,195.0,0.0
A001,05/01/2018,00,21.8,22.2,21.8,75,76,74,17.1,17.5,17.1,886.9,886.9,886.3,2.1,344,3.5,-3.54,0.0
A001,05/01/2018,19,19.1,19.2,18.6,89,93,87,17.2,17.9,16.7,886.8,887.7,886.8,3.1,350,6.6,691.5,0.6
A001,05/01/2018,22,18.4,18.7,18.4,88,88,85,16.4,16.5,16.0,886.4,886.4,886.1,0.9,353,2.4,31.47,0.0
A001,05/01/2018,12,22.1,22.4,21.4,77,81,76,17.9,18.5,17.4,888.4,888.4,888.1,1.8,336,4.0,959.8,0.0
A001,05/01/2018,16,20.3,21.8,20.3,84,85,75,17.6,18.5,16.6,888.4,888.4,888.0,4.7,346,8.2,429.6,0.0
A001,05/01/2018,17,18.9,20.3,18.4,93,93,85,17.7,17.7,17.1,888.5,888.7,888.4,2.9,342,8.2,180.5,5.2
A001,05/01/2018,15,21.1,23.4,21.1,83,83,68,18.2,18.8,16.0,888.2,888.3,888.1,1.7,271,6.5,652.1,1.0
A001,05/01/2018,01,21.5,21.9,21.5,76,77,74,17.1,17.3,17.1,887.8,887.8,886.9,1.8,345,3.6,-3.50,0.0
A001,05/01/2018,23,18.3,18.5,18.2,90,90,88,16.6,16.8,16.3,887.3,887.3,886.4,0.9,360,1.7,-3.37,0.0
A001,05/01/2018,02,21.1,21.5,20.9,78,79,76,17.1,17.2,17.0,888.0,888.0,887.8,1.1,351,2.8,-3.53,0.0
A001,06/01/2018,15,20.3,23.4,20.3,87,87,68,18.1,18.2,16.4,888.1,888.5,888.0,3.3,296,8.0,1543.,0.8
A001,06/01/2018,22,18.0,18.4,18.0,93,93,92,16.7,17.2,16.7,886.1,886.1,885.7,2.1,352,3.5,21.26,2.4
A001,06/01/2018,00,18.4,18.4,18.1,92,92,90,17.0,17.0,16.6,888.2,888.2,887.3,0.7,279,1.3,-3.33,0.0
A001,06/01/2018,23,18.1,18.1,17.9,93,93,92,16.9,16.9,16.6,886.4,886.4,886.1,1.1,301,2.9,-2.32,0.0
A001,06/01/2018,01,18.4,18.7,18.4,92,92,91,17.0,17.2,17.0,889.0,889.0,888.2,0.5,332,1.9,-3.20,0.4
A001,06/01/2018,02,18.3,18.5,18.3,92,92,92,17.0,17.2,16.9,889.1,889.1,888.9,0.7,78,1.6,-3.33,0.0
A001,06/01/2018,03,17.9,18.3,17.9,93,93,92,16.7,17.0,16.7,889.1,889.2,889.1,0.2,262,1.2,-3.23,0.0
A001,06/01/2018,04,18.4,18.5,17.8,93,93,93,17.3,17.3,16.6,888.8,889.1,888.8,0.3,169,1.2,-1.90,0.4
A001,06/01/2018,05,18.0,18.4,18.0,93,93,93,16.8,17.3,16.8,888.1,888.8,888.1,0.6,321,1.1,-2.92,0.4
A001,06/01/2018,06,17.6,18.0,17.6,93,93,93,16.5,16.9,16.4,887.7,888.1,887.7,1.1,313,1.8,-2.11,0.0
A001,06/01/2018,07,18.0,18.0,17.6,92,93,92,16.6,16.6,16.5,887.4,887.7,887.4,1.1,344,2.0,-3.38,0.0
A001,06/01/2018,08,17.9,18.0,17.8,91,92,91,16.5,16.7,16.5,887.4,887.5,887.4,1.6,328,2.2,-2.64,0.0
A001,06/01/2018,09,17.7,17.9,17.7,92,92,91,16.4,16.5,16.4,887.7,887.7,887.4,1.3,279,2.4,1.661,0.0
A001,06/01/2018,10,18.8,18.8,17.7,90,93,90,17.0,17.1,16.4,888.1,888.1,887.7,1.5,281,3.1,213.1,0.0
A001,06/01/2018,11,19.4,19.4,18.6,88,90,88,17.4,17.4,16.6,888.5,888.6,888.1,1.9,305,3.5,421.8,0.0
A001,06/01/2018,12,20.5,20.6,19.4,84,88,83,17.6,17.8,17.2,888.9,889.0,888.5,2.2,309,4.7,1016.,0.0
A001,06/01/2018,13,21.5,21.5,20.5,78,84,77,17.6,18.2,17.0,889.0,889.0,888.9,3.1,305,6.5,1325.,0.0
A001,06/01/2018,14,22.4,22.7,21.4,70,78,70,16.6,18.1,16.6,888.5,889.1,888.5,2.8,319,6.0,1558.,0.0
A001,06/01/2018,16,22.3,22.5,19.6,74,90,74,17.4,18.9,17.4,887.3,888.1,887.3,3.8,331,7.8,1645.,2.2
A001,06/01/2018,17,22.6,23.6,22.2,71,77,69,17.0,18.2,16.9,886.3,887.4,886.3,4.7,329,8.6,2326.,0.0
A001,06/01/2018,18,22.6,22.8,22.5,68,71,66,16.2,17.1,16.0,885.9,886.3,885.8,3.2,320,8.6,743.7,0.0
A001,06/01/2018,19,21.5,22.6,21.5,75,75,68,17.0,17.0,16.4,885.4,885.9,885.4,1.3,296,6.6,312.4,0.0
A001,06/01/2018,20,19.2,21.5,18.9,88,89,75,17.1,17.7,16.5,885.4,885.4,885.2,2.4,19,5.2,142.4,8.8
A001,06/01/2018,21,18.4,19.3,18.3,92,93,88,17.1,17.8,17.1,885.7,885.7,885.4,1.9,284,5.2,53.44,15.0
A001,07/01/2018,11,19.7,19.7,18.5,82,89,81,16.5,16.9,16.2,886.7,886.7,886.1,1.1,339,2.8,624.4,0.0
A001,07/01/2018,19,23.2,23.2,21.3,64,75,63,16.0,16.9,14.9,884.5,885.1,884.5,3.3,340,8.8,1265.,0.0
A001,07/01/2018,03,17.8,17.9,17.8,93,93,93,16.7,16.8,16.6,886.8,887.3,886.8,0.9,342,2.2,-1.75,0.0
A001,07/01/2018,12,21.8,21.8,19.6,75,84,72,17.1,17.5,16.3,887.0,887.1,886.7,3.5,354,6.0,1601.,0.0
A001,07/01/2018,18,21.4,24.0,21.1,73,77,67,16.4,18.5,16.1,885.1,885.4,885.0,5.6,348,12.3,1360.,0.0
A001,07/01/2018,13,23.6,23.8,21.6,64,76,63,16.4,17.6,15.9,887.4,887.5,887.0,3.1,4,6.0,3073.,0.0
A001,07/01/2018,05,17.7,17.9,17.7,93,93,93,16.7,16.8,16.6,886.0,886.5,886.0,1.1,274,2.5,-2.11,0.0
A001,07/01/2018,14,23.6,24.7,23.3,61,65,58,15.7,16.8,15.5,887.2,887.4,887.2,3.4,11,7.0,2643.,0.0
A001,07/01/2018,15,25.4,25.4,23.4,59,66,57,16.8,17.0,15.5,886.5,887.2,886.5,3.5,343,6.8,2678.,0.0
A001,07/01/2018,07,17.5,17.8,17.4,93,93,93,16.3,16.6,16.3,885.4,885.7,885.4,1.2,351,2.1,-2.91,0.0
A001,07/01/2018,17,22.9,25.5,22.9,67,69,52,16.5,17.7,14.5,885.4,886.0,885.4,3.0,51,7.2,1445.,0.0
A001,07/01/2018,16,25.0,26.1,24.6,54,60,50,14.9,16.9,14.0,885.9,886.5,885.9,3.8,17,7.4,2990.,0.0
A001,07/01/2018,01,18.0,18.2,18.0,93,93,93,16.8,17.0,16.8,887.3,887.4,887.0,1.1,350,2.3,-1.45,0.6
A001,07/01/2018,22,21.1,22.9,21.0,80,81,66,17.6,17.9,16.4,885.6,885.6,885.0,0.9,273,4.0,142.7,0.0
A001,07/01/2018,00,18.2,18.2,18.0,93,93,93,17.0,17.1,16.9,887.0,887.0,886.4,1.0,3,2.1,-2.49,0.2
A001,07/01/2018,08,17.2,17.5,17.1,93,93,93,16.1,16.3,16.0,885.6,885.6,885.4,1.6,344,2.0,-3.50,0.0
A001,07/01/2018,23,19.9,21.2,19.9,87,87,80,17.7,18.1,17.4,886.1,886.1,885.6,0.6,266,2.5,-3.54,0.0
A001,07/01/2018,06,17.7,17.7,17.6,93,94,93,16.6,16.7,16.6,885.7,886.0,885.7,1.1,330,2.4,-2.09,0.0
A001,07/01/2018,09,17.1,17.5,17.1,92,93,92,15.9,16.2,15.8,885.8,885.8,885.6,0.8,326,2.4,3.675,0.2
A001,07/01/2018,02,17.9,18.0,17.9,93,93,93,16.8,16.9,16.8,887.3,887.4,887.3,1.4,323,2.2,-2.71,0.4
A001,07/01/2018,21,22.9,23.6,22.6,66,69,62,16.1,16.7,15.8,885.0,885.0,884.1,2.2,27,4.6,561.2,0.0
A001,07/01/2018,20,23.5,23.8,22.6,63,65,58,16.0,16.4,14.5,884.2,884.5,884.2,2.5,351,6.8,1611.,0.0
A001,07/01/2018,10,18.5,18.5,17.1,89,93,89,16.7,16.8,15.9,886.1,886.2,885.8,1.5,353,2.8,246.2,0.0
A001,07/01/2018,04,17.9,17.9,17.8,93,93,93,16.8,16.8,16.6,886.5,886.8,886.4,1.3,312,2.4,-2.29,0.0
A001,08/01/2018,02,19.5,19.7,19.5,90,90,89,17.8,18.1,17.7,887.2,887.7,887.2,0.8,259,1.4,-3.31,0.0
A001,08/01/2018,18,22.6,22.6,20.2,76,88,74,18.1,18.6,17.3,885.8,886.5,885.8,0.7,30,4.1,920.9,0.0
A001,08/01/2018,01,19.6,20.5,19.5,90,90,86,17.9,18.3,17.6,887.4,887.4,886.8,0.3,46,1.0,-3.52,0.0
A001,08/01/2018,22,18.8,19.7,18.4,82,84,78,15.7,16.1,15.3,886.3,886.3,885.2,1.5,285,5.8,22.16,0.0
A001,08/01/2018,19,24.5,25.0,22.6,64,76,61,17.3,18.2,16.3,884.4,885.8,884.4,2.6,12,4.8,2160.,0.0
A001,08/01/2018,20,25.2,26.2,24.5,53,64,52,15.0,17.7,15.0,884.8,884.8,884.4,2.8,52,6.7,1642.,0.0
A001,08/01/2018,03,20.1,20.1,19.2,86,90,86,17.7,18.0,17.5,887.4,887.4,887.1,1.4,95,1.7,-3.33,0.0
A001,08/01/2018,21,19.7,25.2,19.7,78,78,53,15.8,16.8,14.9,885.4,885.6,884.8,2.3,334,9.2,179.8,0.0
A001,08/01/2018,04,19.8,20.5,19.8,89,89,84,18.0,18.3,17.6,887.2,887.4,887.1,0.4,97,2.6,-3.50,0.2
A001,08/01/2018,05,17.7,19.8,17.7,93,93,89,16.5,18.1,16.4,886.5,887.5,886.5,2.2,288,7.0,-1.91,4.0
A001,08/01/2018,06,17.2,17.7,17.2,88,93,87,15.1,16.5,15.1,886.2,886.5,886.2,1.9,337,4.4,-2.43,0.0
A001,08/01/2018,07,17.1,17.3,17.1,91,91,87,15.5,15.7,15.1,886.0,886.2,886.0,0.9,288,3.7,-1.56,0.0
A001,08/01/2018,08,17.0,17.5,17.0,90,91,90,15.4,16.0,15.4,886.4,886.4,886.0,2.4,134,4.7,-2.19,0.0
A001,08/01/2018,09,16.5,17.1,16.5,91,92,90,15.1,15.7,15.1,887.0,887.0,886.4,0.5,204,3.8,9.064,0.2
A001,08/01/2018,10,17.8,17.8,16.5,93,93,91,16.7,16.7,15.1,887.8,887.9,887.0,0.9,12,5.5,152.1,0.0
A001,08/01/2018,11,20.1,20.7,17.8,81,93,76,16.7,17.9,16.0,888.0,888.0,887.8,1.5,125,2.6,983.3,0.0
A001,08/01/2018,12,21.4,21.8,20.1,75,82,73,16.7,17.6,16.5,888.4,888.4,888.0,2.7,112,5.0,1659.,0.0
A001,08/01/2018,13,22.5,23.2,21.4,74,77,68,17.7,17.8,16.0,888.4,888.4,888.2,2.5,111,7.9,2108.,0.0
A001,08/01/2018,14,24.0,24.5,22.5,72,75,66,18.5,18.6,16.4,887.8,888.4,887.8,3.5,99,7.4,3210.,0.0
A001,08/01/2018,15,24.2,24.8,23.0,64,74,60,17.0,18.8,16.7,887.1,887.8,887.1,2.7,91,7.1,2658.,0.0
A001,08/01/2018,23,19.1,19.2,18.7,82,84,81,15.9,16.0,15.7,886.6,886.7,886.2,1.0,188,3.1,-3.52,0.0
A001,08/01/2018,16,22.2,24.6,22.1,76,77,61,17.9,18.3,16.3,887.0,887.1,887.0,1.8,279,5.7,1181.,0.0
A001,08/01/2018,00,20.3,20.7,19.9,86,88,82,17.9,18.2,17.3,886.8,886.8,886.1,0.5,338,1.5,-3.46,0.0
A001,08/01/2018,17,20.2,22.2,17.2,88,93,77,18.1,18.1,15.6,886.5,887.7,886.5,1.3,49,10.1,435.0,18.6
A001,09/01/2018,13,22.7,23.1,21.6,67,73,65,16.2,17.1,15.9,890.0,890.1,889.9,4.1,69,7.1,2295.,0.0
A001,09/01/2018,05,17.8,17.9,17.5,90,92,90,16.2,16.5,16.1,887.1,887.4,887.1,1.0,337,2.2,-2.86,0.0
A001,09/01/2018,10,18.3,18.3,17.5,92,93,91,16.9,16.9,16.1,889.0,889.0,888.4,0.7,150,2.0,143.8,0.0
A001,09/01/2018,06,17.9,18.0,17.6,90,91,90,16.3,16.5,16.1,887.0,887.3,887.0,1.1,325,3.6,-3.04,0.0
A001,09/01/2018,08,18.0,18.5,17.8,92,92,89,16.6,16.8,16.2,887.7,887.7,887.0,1.2,154,2.5,-2.84,0.0
A001,09/01/2018,21,25.6,27.0,25.5,46,50,45,13.2,15.2,12.9,886.6,886.8,886.5,4.3,103,7.7,701.6,0.0
A001,09/01/2018,22,24.6,25.6,24.5,46,48,46,12.1,13.6,12.1,887.0,887.0,886.6,3.1,107,7.7,99.97,0.0
A001,09/01/2018,07,18.5,18.5,17.6,90,92,90,16.8,16.8,16.2,887.0,887.0,886.8,1.8,133,2.5,-2.87,0.2
A001,09/01/2018,00,19.1,19.4,18.0,84,88,82,16.3,16.6,15.7,887.5,887.5,886.5,1.0,33,2.5,-3.50,0.0
A001,09/01/2018,14,24.3,25.1,22.5,58,68,55,15.5,16.7,15.0,889.5,890.0,889.5,4.2,47,8.6,3426.,0.0
A001,09/01/2018,19,27.3,27.5,25.9,44,47,40,14.0,14.7,12.4,886.7,887.5,886.7,3.3,103,6.8,2204.,0.0
A001,09/01/2018,11,20.4,20.5,18.3,80,92,80,17.0,17.5,16.5,889.6,889.6,889.1,1.4,136,2.6,833.3,0.0
A001,09/01/2018,03,17.8,19.0,17.8,90,90,85,16.2,16.7,16.2,887.8,888.5,887.8,1.0,265,7.4,-3.32,0.0
A001,09/01/2018,09,18.1,18.2,17.9,91,92,91,16.7,16.8,16.4,888.4,888.4,887.7,1.3,126,2.2,6.737,0.0
A001,09/01/2018,16,25.7,26.7,25.1,51,57,50,14.9,16.8,14.9,888.9,889.3,888.8,3.1,59,9.0,3251.,0.0
A001,09/01/2018,02,19.0,19.5,18.8,85,88,84,16.4,17.1,16.3,888.5,888.5,887.5,3.3,355,7.4,-2.74,0.0
A001,09/01/2018,12,21.6,22.5,20.4,70,81,68,16.0,17.5,16.0,890.0,890.0,889.5,2.4,97,5.2,1766.,0.0
A001,09/01/2018,23,23.0,24.5,23.0,63,63,46,15.6,15.6,12.1,888.1,888.1,887.0,2.3,119,5.9,-3.54,0.0
A001,09/01/2018,04,17.6,17.8,17.5,92,92,90,16.3,16.3,16.1,887.4,887.8,887.4,0.9,294,3.2,-2.84,0.0
A001,09/01/2018,20,26.7,27.8,25.9,47,50,42,14.5,15.0,12.8,886.6,886.7,886.5,3.4,102,7.1,1399.,0.0
A001,09/01/2018,17,25.8,26.9,25.3,50,56,48,14.7,16.3,14.6,888.3,888.9,888.2,3.2,45,9.1,2729.,0.0
A001,09/01/2018,01,19.1,19.1,18.8,87,87,84,16.9,16.9,16.3,887.5,887.6,887.3,0.4,170,2.5,-2.78,0.0
A001,09/01/2018,15,25.3,25.9,24.2,54,60,52,15.3,16.5,15.0,889.2,889.5,889.2,2.8,65,8.9,3618.,0.0
A001,09/01/2018,18,26.9,27.4,25.7,44,53,42,13.7,15.8,13.2,887.5,888.3,887.5,3.3,87,7.9,3324.,0.0
A001,10/01/2018,05,20.3,20.6,20.1,70,71,69,14.7,15.0,14.6,887.8,888.1,887.8,2.4,111,4.8,-3.54,0.0
A001,10/01/2018,22,24.0,25.0,24.0,65,66,57,17.1,17.2,15.9,887.7,887.7,887.3,3.1,119,6.4,97.35,0.0
A001,10/01/2018,00,22.1,23.0,22.0,69,69,63,16.1,16.1,15.6,888.8,888.8,888.1,1.6,124,4.7,-3.54,0.0
A001,10/01/2018,01,21.8,22.2,21.8,70,70,68,16.1,16.2,16.0,889.1,889.1,888.8,2.2,123,4.4,-3.54,0.0
A001,10/01/2018,23,23.1,24.0,23.1,67,68,65,16.6,17.2,16.5,888.3,888.3,887.7,3.0,103,6.5,-3.54,0.0
A001,10/01/2018,06,19.4,20.4,19.4,75,75,70,14.9,14.9,14.5,887.6,887.8,887.5,1.9,136,4.3,-3.54,0.0
A001,10/01/2018,02,21.3,21.9,21.3,70,71,69,15.6,16.1,15.5,889.0,889.2,889.0,2.5,121,5.0,-3.54,0.0
A001,10/01/2018,03,20.6,21.3,20.6,72,73,70,15.2,15.7,15.2,888.7,889.0,888.7,1.8,101,4.8,-3.54,0.0
A001,10/01/2018,04,20.3,20.6,20.2,71,72,71,14.9,15.3,14.9,888.1,888.7,888.1,2.0,107,4.0,-3.54,0.0
A001,10/01/2018,07,20.0,20.0,18.6,70,79,70,14.4,15.0,14.4,887.7,887.8,887.6,2.6,106,5.2,-3.54,0.0
A001,10/01/2018,08,20.0,20.4,19.9,70,70,68,14.3,14.5,14.2,888.4,888.4,887.7,3.0,100,5.2,-3.54,0.0
A001,10/01/2018,09,19.1,20.1,19.1,76,76,69,14.8,14.8,14.3,888.7,888.7,888.4,3.5,103,6.9,2.235,0.0
A001,10/01/2018,10,20.1,20.1,19.1,76,77,76,15.6,15.7,14.8,889.4,889.4,888.7,5.3,87,8.9,400.1,0.0
A001,10/01/2018,11,21.9,21.9,20.1,72,76,72,16.7,16.9,15.6,889.9,889.9,889.4,4.8,87,8.9,1270.,0.0
A001,10/01/2018,12,23.4,23.4,21.7,68,74,67,17.2,17.2,16.4,890.2,890.3,889.9,5.3,81,9.4,2154.,0.0
A001,10/01/2018,13,23.9,24.3,23.3,65,68,64,17.0,17.9,16.6,890.6,890.7,890.2,4.9,72,9.0,2886.,0.0
A001,10/01/2018,14,25.0,25.3,23.4,65,69,61,18.0,18.5,16.4,890.4,890.7,890.3,3.8,84,9.0,3288.,0.0
A001,10/01/2018,15,25.8,26.1,24.2,61,67,57,17.7,18.2,16.7,890.1,890.5,890.1,4.2,86,8.4,3835.,0.0
A001,10/01/2018,16,26.2,26.4,24.7,57,63,56,16.9,17.9,16.3,889.6,890.1,889.5,4.1,98,8.8,3465.,0.0
A001,10/01/2018,17,27.0,27.4,25.6,52,61,51,16.4,18.0,15.9,888.9,889.6,888.8,4.3,106,8.4,3506.,0.0
A001,10/01/2018,18,26.5,27.8,25.6,54,56,49,16.6,17.6,15.6,888.1,888.9,888.0,4.0,104,8.7,2204.,0.0
A001,10/01/2018,19,26.6,27.2,25.9,54,56,50,16.4,17.1,14.9,887.4,888.0,887.3,4.9,115,8.5,1684.,0.0
A001,10/01/2018,20,26.1,27.3,25.6,54,57,51,16.1,17.5,15.2,886.9,887.4,886.9,4.2,97,8.5,1657.,0.0
