codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A001,24/01/2018,23,22.1,23.4,21.9,72,72,63,16.7,16.7,16.0,884.3,884.4,883.8,1.1,349,6.2,-3.53,0.0
A001,24/01/2018,04,23.2,23.7,23.2,52,52,50,12.8,12.9,12.7,885.4,885.7,885.4,1.9,115,4.2,-3.54,0.0
A001,24/01/2018,19,28.9,29.8,28.1,37,42,35,12.6,14.2,12.1,883.3,884.0,883.3,2.1,121,5.5,1650.,0.0
A001,24/01/2018,08,21.1,22.3,21.1,65,65,57,14.3,14.3,13.3,885.4,885.4,884.9,3.2,113,7.5,-3.54,0.0
A001,25/01/2018,01,21.5,21.6,20.9,71,73,70,16.0,16.4,15.7,885.7,885.8,884.9,1.3,299,3.2,-3.54,0.0
A001,25/01/2018,13,24.9,24.9,23.0,64,74,61,17.6,18.2,16.3,886.0,886.1,886.0,2.6,135,4.7,2072.,0.0
A001,25/01/2018,02,22.0,22.3,21.4,69,74,67,15.9,16.7,15.8,885.8,886.1,885.7,1.8,242,3.7,-2.97,0.0
A001,25/01/2018,14,21.6,25.0,21.6,80,80,61,18.1,18.3,16.8,886.1,886.2,886.0,3.6,163,6.8,1392.,0.0
A001,25/01/2018,22,22.1,22.4,22.1,75,77,74,17.5,17.9,17.3,883.0,883.0,882.7,1.2,59,3.3,137.6,0.0
A001,25/01/2018,11,20.8,20.8,19.8,86,90,86,18.5,18.5,17.8,885.7,885.7,885.3,0.6,287,2.8,485.1,0.2
A001,25/01/2018,20,25.8,26.4,24.5,55,65,53,16.1,17.7,15.5,882.7,883.0,882.5,1.5,300,3.3,1801.,0.0
A001,25/01/2018,03,20.9,22.0,20.9,77,77,69,16.8,16.8,15.8,885.5,885.9,885.5,2.1,224,5.5,-3.54,0.0
A001,25/01/2018,12,23.1,23.2,20.9,72,86,68,17.8,18.5,16.7,886.0,886.0,885.6,1.8,150,3.2,1201.,0.0
A001,25/01/2018,19,24.5,25.2,24.0,62,68,61,16.8,18.1,16.7,883.0,883.9,883.0,1.3,13,4.0,2037.,0.0
A001,25/01/2018,04,19.7,21.3,19.5,89,89,76,17.9,17.9,16.8,885.0,885.6,884.9,0.8,245,4.8,-2.88,3.8
A001,25/01/2018,17,21.9,22.2,19.6,80,91,79,18.3,19.2,17.7,884.6,885.8,884.6,0.7,291,3.8,1357.,1.2
A001,25/01/2018,05,19.2,20.1,19.2,90,91,89,17.5,18.3,17.5,884.6,885.2,884.5,1.9,284,3.3,-3.16,1.0
A001,25/01/2018,06,19.5,19.8,19.0,86,91,85,17.2,18.1,17.1,885.0,885.0,884.6,3.2,182,8.6,-1.71,0.0
A001,25/01/2018,16,19.7,19.8,19.5,91,91,88,18.1,18.1,17.5,885.8,886.1,885.5,2.0,151,6.5,637.1,0.8
A001,25/01/2018,07,18.8,19.6,18.8,92,92,86,17.5,17.6,17.2,884.8,885.0,884.8,3.7,210,7.2,-2.84,3.2
A001,25/01/2018,18,24.6,24.6,21.7,65,82,63,17.5,19.1,17.1,883.9,884.6,883.9,1.0,332,3.8,2890.,0.0
A001,25/01/2018,08,18.7,18.8,18.7,93,93,92,17.5,17.6,17.5,884.7,884.8,884.6,2.6,222,6.8,-2.79,0.8
A001,25/01/2018,15,19.6,21.7,19.5,89,89,80,17.8,18.7,17.2,886.1,886.3,885.9,3.8,163,9.9,963.2,0.0
A001,25/01/2018,21,22.4,25.8,22.3,76,76,55,17.9,18.4,17.3,882.9,882.9,882.7,1.7,46,5.7,402.1,0.0
A001,25/01/2018,00,21.5,22.1,21.4,70,72,68,15.8,16.7,15.5,884.9,884.9,884.3,1.9,321,4.0,-3.54,0.0
A001,25/01/2018,09,19.2,19.2,18.7,91,93,91,17.6,17.6,17.4,884.9,885.0,884.7,1.2,183,4.3,-0.92,0.0
A001,25/01/2018,23,21.9,22.1,21.8,75,76,73,17.1,17.5,16.9,883.3,883.3,882.9,0.9,105,2.8,-3.54,0.2
A001,25/01/2018,10,20.1,20.1,19.2,90,91,88,18.3,18.3,17.6,885.3,885.3,884.9,1.2,316,2.4,138.3,0.0
A001,26/01/2018,03,19.7,20.0,19.3,90,90,88,18.0,18.1,17.5,884.4,884.8,884.3,1.0,360,1.8,-3.43,0.0
A001,26/01/2018,00,21.7,21.9,21.7,73,75,72,16.7,17.3,16.6,884.0,884.0,883.2,1.4,70,3.3,-3.53,0.0
A001,26/01/2018,01,20.4,21.8,20.2,87,87,71,18.2,18.3,16.3,884.4,884.4,884.0,0.7,47,3.3,-3.54,0.0
A001,26/01/2018,23,18.5,18.9,18.5,92,93,92,17.2,17.7,17.2,884.6,884.6,883.3,1.1,75,5.9,-1.88,0.4
A001,26/01/2018,02,19.4,20.8,19.2,89,89,81,17.5,18.2,17.1,884.7,884.8,884.4,0.8,271,2.1,-3.54,0.0
A001,26/01/2018,04,19.9,19.9,19.4,85,90,85,17.3,17.9,17.3,884.0,884.4,884.0,1.2,348,2.1,-3.52,0.0
A001,26/01/2018,05,20.0,20.3,19.8,79,85,79,16.3,17.3,16.3,883.6,884.0,883.6,1.6,7,2.6,-3.45,0.0
A001,26/01/2018,06,19.5,20.0,19.4,83,84,78,16.6,16.7,16.1,883.2,883.6,883.2,1.3,359,3.0,-2.95,0.0
A001,26/01/2018,07,19.5,19.7,19.3,86,86,82,17.0,17.0,16.4,882.9,883.2,882.9,0.8,344,1.9,-2.86,0.0
A001,26/01/2018,08,19.4,19.7,19.1,87,88,85,17.1,17.4,17.0,883.4,883.4,882.8,1.1,323,1.8,-3.12,0.0
A001,26/01/2018,09,19.6,19.7,19.3,86,88,86,17.3,17.3,17.0,884.2,884.2,883.4,0.9,116,3.1,-2.96,0.0
A001,26/01/2018,10,20.4,20.4,19.5,82,89,82,17.1,18.0,17.1,884.8,884.8,884.2,0.8,28,1.6,84.72,0.0
A001,26/01/2018,11,21.5,21.5,20.4,76,82,75,17.1,17.4,16.8,885.2,885.2,884.8,0.9,108,1.6,540.8,0.0
A001,26/01/2018,12,21.7,21.7,20.7,80,85,76,18.0,18.4,17.1,885.8,885.8,885.2,1.5,54,2.9,753.6,0.0
A001,26/01/2018,13,22.8,22.9,21.6,71,81,71,17.2,18.6,17.2,885.8,885.9,885.7,1.6,351,3.9,1478.,0.0
A001,26/01/2018,14,23.5,23.9,22.7,68,74,65,17.2,18.4,16.6,885.6,885.9,885.6,2.1,341,4.0,1619.,0.0
A001,26/01/2018,15,22.3,23.6,21.7,74,83,68,17.6,19.3,17.0,885.1,885.6,885.1,3.0,210,4.8,1360.,0.0
A001,26/01/2018,16,20.7,23.4,20.2,85,86,72,18.2,18.7,16.5,884.5,885.1,884.4,1.0,153,4.8,1136.,1.8
A001,26/01/2018,17,22.5,22.9,20.7,75,86,74,17.8,19.2,17.6,883.6,884.5,883.6,1.5,180,2.7,1273.,0.0
A001,26/01/2018,18,24.6,24.6,22.5,67,78,64,18.0,19.0,17.3,882.7,883.6,882.7,2.2,161,3.8,2331.,0.0
A001,26/01/2018,19,25.6,26.8,24.5,61,67,53,17.5,18.1,16.4,882.0,882.7,882.0,2.5,79,4.4,2797.,0.0
A001,26/01/2018,20,24.1,25.8,24.0,67,70,61,17.7,18.5,17.3,882.1,882.1,881.4,3.1,92,5.5,871.1,0.0
A001,26/01/2018,21,19.3,24.1,19.3,88,88,67,17.3,18.0,17.2,883.1,883.1,882.1,1.5,332,9.5,135.9,0.0
A001,26/01/2018,22,18.9,19.5,18.8,93,93,88,17.7,17.9,17.4,883.4,883.5,883.1,3.3,333,5.9,4.520,11.0
A001,27/01/2018,12,22.2,22.5,20.9,77,83,76,17.9,19.0,17.5,885.4,885.4,884.9,2.5,319,6.0,1423.,0.0
A001,27/01/2018,21,21.7,22.2,21.1,83,87,80,18.7,19.2,18.3,882.6,882.6,881.8,1.0,285,2.6,523.5,0.0
A001,27/01/2018,03,19.0,19.3,19.0,93,94,93,17.7,18.2,17.7,884.2,885.1,884.2,0.5,167,1.7,-3.01,0.0
A001,27/01/2018,13,22.6,23.1,21.8,74,80,72,17.8,18.7,17.6,885.6,885.6,885.4,2.5,314,5.1,1578.,0.0
A001,27/01/2018,02,19.1,19.1,18.8,93,93,93,18.0,18.0,17.6,885.1,885.3,885.1,0.5,45,1.5,-2.66,0.0
A001,27/01/2018,14,24.1,24.3,22.6,69,76,67,18.1,19.0,17.4,885.4,885.6,885.4,2.9,329,5.9,2761.,0.0
A001,27/01/2018,00,18.8,19.0,18.5,92,92,92,17.5,17.7,17.2,885.0,885.0,884.6,1.1,35,2.3,-2.20,5.2
A001,27/01/2018,07,18.4,18.5,18.2,93,94,93,17.3,17.4,17.2,883.4,883.4,883.1,0.8,307,1.9,-1.57,0.0
A001,27/01/2018,04,18.3,18.9,18.3,93,93,93,17.2,17.7,17.2,883.6,884.2,883.6,1.0,329,1.3,-2.81,0.0
A001,27/01/2018,22,20.4,21.8,20.4,90,90,83,18.6,19.1,18.6,882.7,882.7,882.3,1.8,2,5.7,132.0,0.0
A001,27/01/2018,08,18.5,18.6,18.4,93,94,93,17.4,17.5,17.3,883.4,883.5,883.4,1.2,9,1.8,-1.92,0.0
A001,27/01/2018,06,18.2,18.3,18.0,94,94,94,17.2,17.3,17.0,883.1,883.4,883.1,1.0,319,2.5,-1.68,0.0
A001,27/01/2018,19,19.7,25.3,19.4,93,93,62,18.5,18.7,17.3,882.5,883.4,882.5,2.4,129,10.2,149.7,25.6
A001,27/01/2018,09,18.3,18.5,18.2,93,93,93,17.2,17.4,17.0,884.0,884.0,883.4,1.4,339,2.2,-1.73,0.0
A001,27/01/2018,01,18.8,18.9,18.7,93,93,92,17.7,17.7,17.5,885.2,885.2,885.0,0.8,344,2.4,-1.81,1.6
A001,27/01/2018,18,25.3,27.6,25.3,62,62,51,17.4,17.7,15.8,882.5,883.0,882.3,2.3,336,5.5,783.5,0.0
A001,27/01/2018,05,18.0,18.7,18.0,94,94,93,17.0,17.6,17.0,883.2,883.6,883.2,1.7,328,2.6,-3.44,0.0
A001,27/01/2018,10,20.2,20.3,18.3,85,93,85,17.6,18.0,17.2,884.6,884.6,884.0,2.5,347,4.8,357.1,0.0
A001,27/01/2018,17,26.7,27.6,25.2,53,63,51,16.2,18.1,16.1,883.0,884.2,883.0,2.9,343,6.8,3255.,0.0
A001,27/01/2018,16,25.9,26.7,24.4,57,67,57,16.7,18.5,16.7,884.2,884.9,884.2,2.7,298,6.4,3173.,0.0
A001,27/01/2018,15,24.9,26.1,24.1,64,70,59,17.7,18.9,16.5,884.9,885.4,884.9,2.8,322,5.9,3753.,0.0
A001,27/01/2018,23,20.0,20.5,19.8,91,91,89,18.5,18.7,18.2,883.5,883.5,882.7,1.5,326,3.1,-3.53,0.0
A001,27/01/2018,11,21.6,21.7,20.2,81,86,81,18.1,18.8,17.5,885.0,885.0,884.5,2.6,355,4.8,1044.,0.0
A001,27/01/2018,20,21.3,21.3,19.6,84,93,84,18.4,19.1,18.3,882.3,882.5,882.2,1.3,215,4.0,410.1,0.0
A001,28/01/2018,12,21.4,21.4,19.5,78,86,77,17.3,17.8,17.1,885.6,885.6,885.3,2.4,355,4.3,948.2,0.0
A001,28/01/2018,01,19.5,19.9,19.3,91,91,90,18.0,18.3,17.7,884.8,884.8,884.1,1.2,329,2.2,-3.43,0.0
A001,28/01/2018,22,22.2,22.7,22.2,74,76,72,17.3,17.9,17.3,883.3,883.3,882.0,2.6,14,4.2,86.10,0.0
A001,28/01/2018,23,21.6,22.2,21.5,76,77,74,17.3,17.6,17.2,883.7,883.7,883.3,2.5,336,5.2,-3.36,0.0
A001,28/01/2018,02,19.8,20.0,19.5,92,92,91,18.4,18.6,18.1,885.0,885.0,884.8,0.4,153,2.0,-2.94,0.0
A001,28/01/2018,04,18.7,18.9,18.5,93,93,93,17.6,17.8,17.3,884.3,884.8,884.3,0.2,75,1.4,-3.48,0.0
A001,28/01/2018,05,18.3,18.9,18.3,93,94,93,17.2,17.9,17.1,883.7,884.3,883.7,1.0,358,1.7,-3.41,0.0
A001,28/01/2018,06,18.6,18.7,18.3,93,94,93,17.4,17.6,17.3,883.5,883.7,883.5,1.3,323,2.3,-3.45,0.0
A001,28/01/2018,07,18.8,18.8,18.1,93,93,92,17.7,17.7,16.9,883.7,883.7,883.4,1.8,78,2.6,-2.99,0.2
A001,28/01/2018,08,19.3,19.7,18.8,91,93,89,17.8,18.3,17.7,883.8,883.8,883.6,3.2,74,5.5,-2.04,0.0
A001,28/01/2018,09,18.9,19.3,18.9,88,92,88,16.9,17.8,16.9,884.1,884.1,883.8,3.3,49,8.2,0.046,0.0
A001,28/01/2018,10,18.9,18.9,18.7,88,88,87,16.8,16.9,16.6,884.8,884.8,884.1,2.5,44,6.4,122.8,0.0
A001,28/01/2018,11,19.5,19.7,18.9,85,88,85,17.0,17.4,16.8,885.4,885.4,884.8,2.1,326,5.0,399.5,0.0
A001,28/01/2018,13,23.3,23.5,21.4,68,80,66,17.2,18.1,16.1,886.0,886.0,885.6,1.4,1,5.7,1929.,0.0
A001,28/01/2018,14,23.6,24.0,23.0,70,72,63,17.7,18.1,15.7,886.2,886.2,886.0,3.6,354,5.8,2561.,0.0
A001,28/01/2018,15,24.3,25.3,23.3,63,73,63,16.9,19.0,16.9,885.5,886.2,885.5,3.5,3,5.9,3671.,0.0
A001,28/01/2018,16,24.5,25.5,23.9,63,70,60,16.9,18.5,16.4,884.9,885.5,884.9,3.4,18,7.5,3278.,0.0
A001,28/01/2018,17,25.3,26.3,24.2,60,67,58,16.9,18.7,16.1,883.7,884.9,883.7,3.2,340,7.7,3470.,0.0
A001,28/01/2018,18,26.1,26.4,24.8,59,64,57,17.4,18.2,16.6,883.0,883.7,883.0,3.0,320,7.5,3114.,0.0
A001,28/01/2018,19,23.4,26.6,23.4,69,69,56,17.3,18.2,16.3,882.5,883.0,882.3,4.8,14,10.9,2062.,0.0
A001,28/01/2018,20,24.4,24.4,21.7,64,77,63,17.1,18.0,16.7,882.1,882.6,882.1,3.5,3,10.9,707.0,0.0
A001,28/01/2018,21,22.7,24.5,22.7,72,74,62,17.5,17.8,16.2,882.0,882.1,881.8,2.6,331,5.5,382.8,0.0
A001,28/01/2018,03,18.7,19.8,18.7,93,93,92,17.5,18.4,17.4,884.8,885.0,884.6,0.7,310,1.1,-3.53,0.0
A001,28/01/2018,00,19.6,20.1,19.6,90,91,90,18.0,18.5,18.0,884.1,884.1,883.5,1.2,354,2.4,-3.52,0.0
A001,29/01/2018,19,23.4,27.2,22.8,75,78,57,18.6,19.1,17.0,881.2,881.7,881.1,2.8,36,8.1,850.0,0.6
A001,29/01/2018,14,24.3,25.2,23.3,65,70,63,17.2,18.3,16.7,885.3,885.5,885.3,2.9,325,6.1,1552.,0.0
A001,29/01/2018,03,20.2,20.2,19.8,85,86,84,17.5,17.5,17.3,884.5,885.2,884.5,1.6,322,3.0,-3.44,0.0
A001,29/01/2018,15,23.3,26.7,23.3,75,75,57,18.5,18.6,16.8,884.4,885.3,884.4,2.8,5,6.7,2577.,0.0
A001,29/01/2018,16,26.9,27.9,22.9,53,81,49,16.6,19.7,15.2,883.4,884.4,883.4,3.3,334,6.9,2931.,0.0
A001,29/01/2018,05,20.2,20.2,20.0,86,86,85,17.8,17.8,17.4,884.0,884.4,883.9,1.4,321,3.2,-3.19,0.0
A001,29/01/2018,17,26.0,26.9,24.3,60,68,53,17.6,19.3,16.4,882.4,883.4,882.4,3.1,315,6.9,1732.,0.2
A001,29/01/2018,18,26.1,27.6,25.7,60,64,51,17.8,19.3,16.0,881.7,882.4,881.6,1.9,84,5.6,2042.,0.0
A001,29/01/2018,23,20.1,20.5,20.1,89,89,85,18.2,18.2,17.8,882.7,882.7,882.2,2.2,314,5.2,-3.12,0.0
A001,29/01/2018,08,19.5,19.9,19.5,90,90,89,17.9,18.0,17.9,883.5,883.5,883.3,1.1,322,3.9,-2.73,0.0
A001,29/01/2018,02,20.2,20.9,19.8,84,85,80,17.5,17.5,17.1,885.1,885.1,884.8,1.6,333,2.9,-3.54,0.0
A001,29/01/2018,09,19.2,19.5,19.2,91,91,90,17.7,17.9,17.7,883.9,883.9,883.5,1.6,300,2.8,-2.93,0.0
A001,29/01/2018,01,20.9,21.4,20.9,80,80,77,17.4,17.4,17.2,884.8,884.8,884.2,1.8,346,4.0,-3.51,0.0
A001,29/01/2018,06,19.8,20.2,19.8,88,88,86,17.8,17.8,17.7,883.4,884.0,883.4,1.5,298,3.6,-3.14,0.0
A001,29/01/2018,22,20.5,20.8,20.3,85,86,82,17.9,18.0,17.6,882.2,882.2,881.5,3.1,355,6.0,7.378,0.0
A001,29/01/2018,10,20.0,20.4,19.2,88,92,88,18.0,18.5,17.7,884.5,884.5,883.8,1.6,308,3.0,237.9,0.0
A001,29/01/2018,21,20.7,21.4,20.6,82,84,81,17.6,18.4,17.3,881.5,881.9,881.5,2.6,323,5.6,28.25,0.0
A001,29/01/2018,00,21.3,21.7,21.3,78,79,76,17.3,17.5,17.2,884.2,884.2,883.7,2.4,354,5.2,-2.89,0.0
A001,29/01/2018,11,21.6,21.6,20.0,82,89,82,18.3,18.5,17.8,885.0,885.0,884.5,1.6,293,3.8,691.6,0.0
A001,29/01/2018,20,21.4,23.4,21.4,81,84,73,18.1,19.1,18.0,881.5,881.5,881.2,2.2,22,9.2,99.47,0.0
A001,29/01/2018,07,19.9,19.9,19.7,89,89,88,18.0,18.0,17.8,883.5,883.6,883.4,2.0,331,3.8,-2.49,0.0
A001,29/01/2018,12,22.9,23.8,21.6,71,82,69,17.4,18.7,17.4,885.3,885.3,885.0,3.1,351,6.2,1983.,0.0
A001,29/01/2018,13,23.4,24.0,22.7,68,75,67,17.1,18.5,17.1,885.5,885.5,885.3,2.7,329,5.2,1676.,0.0
A001,29/01/2018,04,20.0,20.3,19.9,85,85,84,17.4,17.5,17.2,884.4,884.6,884.4,1.2,303,3.1,-2.17,0.0
A001,30/01/2018,20,24.6,24.7,24.3,65,66,57,17.6,17.9,15.3,881.0,881.1,880.9,3.0,324,9.7,598.4,0.0
A001,30/01/2018,02,20.0,20.2,19.9,89,90,89,18.2,18.3,18.2,884.8,884.9,884.5,2.2,331,4.0,-3.50,0.0
A001,30/01/2018,03,19.6,20.0,19.6,86,89,86,17.3,18.2,17.3,884.3,884.8,884.3,2.6,326,4.2,-3.54,0.0
A001,30/01/2018,04,19.3,19.6,19.3,88,88,86,17.2,17.3,17.1,883.7,884.3,883.7,2.0,324,4.2,-3.54,0.0
A001,30/01/2018,05,19.2,19.3,19.1,89,89,88,17.4,17.4,17.3,883.1,883.8,883.1,2.0,326,4.1,-3.49,0.0
A001,30/01/2018,06,19.1,19.2,19.1,89,89,89,17.3,17.4,17.3,882.8,883.1,882.8,1.0,302,4.0,-3.43,0.0
A001,30/01/2018,07,19.3,19.4,19.0,88,90,87,17.2,17.4,17.2,882.4,882.8,882.4,1.1,300,2.8,-3.46,0.0
A001,30/01/2018,08,19.0,19.3,18.8,90,91,88,17.4,17.4,17.1,882.7,882.7,882.3,1.3,17,2.3,-3.53,0.0
A001,30/01/2018,09,18.7,19.0,18.7,90,90,90,17.1,17.4,17.1,883.2,883.2,882.7,0.5,341,2.4,-3.33,0.0
A001,30/01/2018,10,19.8,19.8,18.6,87,91,87,17.5,17.5,17.1,883.5,883.5,883.2,1.2,315,2.3,166.2,0.0
A001,30/01/2018,11,21.1,21.1,19.8,79,87,79,17.3,17.7,17.1,884.1,884.1,883.5,1.4,303,3.1,652.4,0.0
A001,30/01/2018,12,22.5,22.7,21.1,72,79,71,17.3,17.8,17.0,884.6,884.6,884.1,2.4,297,4.6,1176.,0.0
A001,30/01/2018,13,24.8,25.2,22.5,60,74,59,16.5,18.0,16.5,884.6,884.7,884.5,2.9,335,5.3,1902.,0.2
A001,30/01/2018,14,25.3,25.7,24.8,57,62,56,16.2,17.3,16.0,884.6,884.6,884.5,3.1,309,6.3,1978.,0.0
A001,30/01/2018,15,25.6,26.0,25.3,56,61,55,16.3,17.6,16.0,884.3,884.6,884.3,3.3,301,6.8,2252.,0.0
A001,30/01/2018,16,27.5,28.1,25.6,54,60,49,17.2,18.2,16.1,883.3,884.3,883.3,3.1,323,6.8,3043.,0.0
A001,30/01/2018,17,27.0,28.1,25.9,56,61,51,17.4,19.0,16.1,882.0,883.3,882.0,3.1,326,8.1,2556.,0.0
A001,30/01/2018,18,27.3,28.2,26.2,56,57,46,17.8,17.8,15.2,881.0,882.0,881.0,3.2,318,8.3,2256.,0.0
A001,30/01/2018,19,24.7,28.5,24.7,62,62,50,16.8,18.1,16.1,880.9,881.0,880.6,5.7,331,9.7,1391.,0.0
A001,30/01/2018,21,24.2,24.7,24.2,69,69,64,18.1,18.3,17.5,881.0,881.1,880.9,2.2,332,5.3,330.7,0.0
A001,30/01/2018,00,20.1,20.1,19.9,90,90,89,18.3,18.4,18.1,883.5,883.5,882.6,2.2,304,4.6,-3.38,0.0
A001,30/01/2018,23,21.7,22.7,21.6,76,79,74,17.4,18.1,17.4,883.2,883.2,882.4,1.0,245,3.6,-3.54,0.0
A001,30/01/2018,01,20.2,20.2,20.1,89,90,89,18.3,18.4,18.2,884.5,884.5,883.5,2.0,350,4.6,-3.34,0.0
A001,30/01/2018,22,22.6,24.2,22.6,75,75,68,17.9,18.6,17.9,882.4,882.5,881.0,1.9,307,6.2,81.96,0.0
A001,31/01/2018,08,19.6,19.9,19.6,90,90,88,17.9,18.0,17.7,883.3,883.3,883.0,0.9,252,3.6,-2.73,0.0
A001,31/01/2018,21,23.8,24.1,23.7,68,71,65,17.6,18.2,16.9,882.2,882.2,881.6,2.8,325,6.9,422.5,0.0
A001,31/01/2018,13,23.9,24.0,22.8,71,76,70,18.3,18.9,18.0,885.2,885.2,885.0,2.9,324,5.4,1455.,0.0
A001,31/01/2018,09,19.6,19.8,19.6,90,90,90,17.9,18.1,17.9,883.4,883.4,883.1,1.0,294,2.0,-2.90,0.0
A001,31/01/2018,14,24.7,25.5,23.9,66,72,64,18.0,18.7,17.7,885.4,885.4,885.2,3.3,305,6.6,1856.,0.0
A001,31/01/2018,23,21.0,22.4,21.0,87,87,75,18.8,18.9,17.7,883.7,883.8,882.8,3.2,343,7.1,-2.16,0.6
A001,31/01/2018,10,20.5,20.6,19.5,87,91,87,18.3,18.5,17.9,884.0,884.0,883.4,1.3,316,2.0,216.4,0.0
A001,31/01/2018,18,27.2,28.2,26.1,54,60,49,17.1,18.6,16.3,882.4,883.1,882.3,4.2,295,8.3,3331.,0.0
A001,31/01/2018,03,20.4,20.9,20.4,84,84,80,17.6,17.7,17.2,884.6,884.7,884.6,0.6,129,4.7,-3.53,0.0
A001,31/01/2018,19,25.3,27.8,24.0,65,74,53,18.2,19.6,16.7,881.9,882.4,881.9,4.4,325,10.9,1584.,0.0
A001,31/01/2018,02,20.9,21.0,20.7,80,83,80,17.3,17.9,17.2,884.6,884.6,884.3,2.4,270,4.3,-3.54,0.0
A001,31/01/2018,01,21.0,22.1,21.0,82,82,79,17.8,18.4,17.7,884.3,884.3,883.9,1.7,284,5.3,-3.12,0.0
A001,31/01/2018,11,21.4,21.4,20.4,83,87,83,18.3,18.7,18.1,884.8,884.8,884.0,1.4,278,3.6,572.3,0.0
A001,31/01/2018,04,20.4,20.6,20.3,86,87,84,18.0,18.0,17.6,884.2,884.6,884.1,0.6,332,1.3,-2.58,0.0
A001,31/01/2018,16,25.7,26.2,20.1,65,90,65,18.7,20.4,17.4,883.9,885.1,883.9,3.1,291,8.4,2249.,5.8
A001,31/01/2018,15,21.4,25.2,21.4,80,80,63,17.7,18.7,17.5,885.1,885.4,884.8,3.4,268,8.4,1216.,2.6
A001,31/01/2018,05,20.3,20.7,20.1,85,87,83,17.8,18.1,17.7,883.9,884.2,883.9,1.0,18,1.9,-2.23,0.0
A001,31/01/2018,22,22.4,23.8,22.4,75,75,67,17.7,17.7,16.9,882.8,882.8,882.2,3.7,334,7.1,34.60,0.0
A001,31/01/2018,12,22.9,23.3,21.2,74,85,73,18.1,19.0,17.8,885.1,885.3,884.8,2.2,295,5.4,1138.,0.0
A001,31/01/2018,06,20.0,20.3,20.0,86,87,85,17.6,17.9,17.6,883.4,884.0,883.4,1.3,300,2.6,-3.48,0.0
A001,31/01/2018,17,26.1,27.7,25.3,58,68,54,17.2,19.6,16.7,883.1,883.9,883.1,3.7,301,8.3,3063.,0.0
A001,31/01/2018,07,19.8,20.0,19.8,88,88,86,17.7,17.8,17.5,883.0,883.4,882.9,1.1,272,3.6,-3.33,0.0
A001,31/01/2018,20,23.9,25.3,22.2,67,78,65,17.4,19.0,17.3,881.8,882.2,881.7,3.2,316,11.4,800.0,0.0
A001,31/01/2018,00,22.1,22.3,21.7,79,79,74,18.3,18.3,17.2,884.0,884.0,883.1,2.1,280,4.3,-3.35,0.0
